sample,epsilon,verdict,tag,seconds
0,0.01,verified,safe-incomplete,0.2953
0,0.02,verified,safe-incomplete,0.1924
0,0.03,verified,safe-incomplete,0.195
0,0.04,verified,safe-incomplete,0.1941
0,0.05,verified,safe-incomplete,0.2052
0,0.06,verified,safe-incomplete,0.2021
0,0.07,verified,safe-incomplete,0.1967
0,0.08,verified,safe-incomplete,0.1901
0,0.09,verified,safe-incomplete,0.1985
0,0.1,verified,safe-incomplete,0.2003
0,0.11,verified,safe-incomplete,0.204
0,0.12,verified,safe-incomplete,0.1991
0,0.13,verified,safe-incomplete,0.2683
0,0.14,verified,safe-incomplete,0.1986
0,0.15,verified,safe-incomplete,0.2019
0,0.16,verified,safe,0.3671
0,0.17,verified,safe,0.4982
0,0.18,verified,safe,0.7216
0,0.19,verified,safe,1.095
0,0.2,verified,safe,1.4776
1,0.01,verified,safe-incomplete,0.2102
1,0.02,verified,safe-incomplete,0.2057
1,0.03,verified,safe-incomplete,0.2058
1,0.04,verified,safe-incomplete,0.2077
1,0.05,verified,safe-incomplete,0.197
1,0.06,verified,safe-incomplete,0.2111
1,0.07,verified,safe-incomplete,0.1958
1,0.08,verified,safe-incomplete,0.2
1,0.09,verified,safe-incomplete,0.204
1,0.1,verified,safe-incomplete,0.2043
1,0.11,verified,safe-incomplete,0.2076
1,0.12,verified,safe-incomplete,0.2071
1,0.13,verified,safe-incomplete,0.2177
1,0.14,verified,safe-incomplete,0.2079
1,0.15,verified,safe-incomplete,0.2082
1,0.16,verified,safe-incomplete,0.1979
1,0.17,verified,safe-incomplete,0.1995
1,0.18,verified,safe-incomplete,0.1971
1,0.19,verified,safe,0.4924
1,0.2,verified,safe,0.5349
2,0.01,verified,safe-incomplete,0.2086
2,0.02,verified,safe-incomplete,0.207
2,0.03,verified,safe-incomplete,0.2053
2,0.04,verified,safe-incomplete,0.2042
2,0.05,verified,safe-incomplete,0.199
2,0.06,verified,safe-incomplete,0.21
2,0.07,verified,safe-incomplete,0.2059
2,0.08,verified,safe-incomplete,0.2014
2,0.09,verified,safe-incomplete,0.2162
2,0.1,verified,safe-incomplete,0.1995
2,0.11,verified,safe-incomplete,0.2016
2,0.12,verified,safe-incomplete,0.2089
2,0.13,verified,safe,0.3374
2,0.14,verified,safe,0.7764
2,0.15,verified,safe,1.1744
2,0.16,verified,safe,1.7337
2,0.17,falsified,unsafe-pgd,0.0271
2,0.18,falsified,unsafe-pgd,0.021
2,0.19,falsified,unsafe-pgd,0.0208
2,0.2,falsified,unsafe-pgd,0.0207
3,0.01,verified,safe-incomplete,0.2031
3,0.02,verified,safe-incomplete,0.1998
3,0.03,verified,safe-incomplete,0.1992
3,0.04,verified,safe-incomplete,0.1992
3,0.05,verified,safe-incomplete,0.1949
3,0.06,verified,safe-incomplete,0.2005
3,0.07,verified,safe-incomplete,0.1974
3,0.08,verified,safe-incomplete,0.1936
3,0.09,verified,safe-incomplete,0.2023
3,0.1,verified,safe-incomplete,0.1906
3,0.11,verified,safe-incomplete,0.1982
3,0.12,verified,safe-incomplete,0.1995
3,0.13,verified,safe-incomplete,0.2014
3,0.14,verified,safe-incomplete,0.201
3,0.15,verified,safe-incomplete,0.1977
3,0.16,verified,safe-incomplete,0.2027
3,0.17,verified,safe-incomplete,0.2621
3,0.18,verified,safe-incomplete,0.2174
3,0.19,verified,safe,0.4639
3,0.2,verified,safe,0.5991
4,0.01,verified,safe-incomplete,0.2066
4,0.02,verified,safe-incomplete,0.2072
4,0.03,verified,safe-incomplete,0.2038
4,0.04,verified,safe-incomplete,0.2092
4,0.05,verified,safe-incomplete,0.1967
4,0.06,verified,safe-incomplete,0.201
4,0.07,verified,safe-incomplete,0.1998
4,0.08,verified,safe-incomplete,0.2007
4,0.09,verified,safe-incomplete,0.2067
4,0.1,verified,safe,0.3391
4,0.11,verified,safe,0.7002
4,0.12,verified,safe,1.1537
4,0.13,falsified,unsafe-pgd,0.0204
4,0.14,falsified,unsafe-pgd,0.0205
4,0.15,falsified,unsafe-pgd,0.0207
4,0.16,falsified,unsafe-pgd,0.02
4,0.17,falsified,unsafe-pgd,0.0202
4,0.18,falsified,unsafe-pgd,0.0193
4,0.19,falsified,unsafe-pgd,0.0194
4,0.2,falsified,unsafe-pgd,0.0195
5,0.01,verified,safe-incomplete,0.2095
5,0.02,verified,safe-incomplete,0.2122
5,0.03,verified,safe-incomplete,0.2011
5,0.04,verified,safe-incomplete,0.2039
5,0.05,verified,safe-incomplete,0.1947
5,0.06,verified,safe-incomplete,0.2066
5,0.07,verified,safe-incomplete,0.2131
5,0.08,verified,safe-incomplete,0.2054
5,0.09,verified,safe-incomplete,0.2064
5,0.1,verified,safe-incomplete,0.256
5,0.11,verified,safe-incomplete,0.2032
5,0.12,verified,safe,0.352
5,0.13,verified,safe,0.441
5,0.14,verified,safe,0.4801
5,0.15,verified,safe,0.807
5,0.16,verified,safe,1.2617
5,0.17,verified,safe,2.3033
5,0.18,falsified,unsafe-pgd,0.0206
5,0.19,falsified,unsafe-pgd,0.0204
5,0.2,falsified,unsafe-pgd,0.0197
6,0.01,verified,safe-incomplete,0.2086
6,0.02,verified,safe-incomplete,0.2084
6,0.03,verified,safe-incomplete,0.2055
6,0.04,verified,safe-incomplete,0.2044
6,0.05,verified,safe-incomplete,0.199
6,0.06,verified,safe-incomplete,0.2064
6,0.07,verified,safe-incomplete,0.2083
6,0.08,verified,safe-incomplete,0.2078
6,0.09,verified,safe-incomplete,0.209
6,0.1,verified,safe-incomplete,0.2053
6,0.11,verified,safe-incomplete,0.2063
6,0.12,verified,safe,0.4338
6,0.13,verified,safe,0.8293
6,0.14,verified,safe,1.8013
6,0.15,falsified,unsafe-pgd,0.0212
6,0.16,falsified,unsafe-pgd,0.0204
6,0.17,falsified,unsafe-pgd,0.0198
6,0.18,falsified,unsafe-pgd,0.0199
6,0.19,falsified,unsafe-pgd,0.0197
6,0.2,falsified,unsafe-pgd,0.0208
7,0.01,verified,safe-incomplete,0.2109
7,0.02,verified,safe-incomplete,0.2029
7,0.03,verified,safe-incomplete,0.2101
7,0.04,verified,safe-incomplete,0.2114
7,0.05,verified,safe-incomplete,0.1981
7,0.06,verified,safe-incomplete,0.2109
7,0.07,verified,safe-incomplete,0.1923
7,0.08,verified,safe-incomplete,0.2033
7,0.09,verified,safe-incomplete,0.2072
7,0.1,verified,safe-incomplete,0.2086
7,0.11,verified,safe,0.351
7,0.12,verified,safe,0.4984
7,0.13,verified,safe,0.8696
7,0.14,verified,safe,1.1434
7,0.15,verified,safe,1.535
7,0.16,verified,safe,2.7452
7,0.17,falsified,unsafe-pgd,0.0231
7,0.18,falsified,unsafe-pgd,0.0216
7,0.19,falsified,unsafe-pgd,0.0201
7,0.2,falsified,unsafe-pgd,0.0201
8,0.01,verified,safe-incomplete,0.1974
8,0.02,verified,safe-incomplete,0.1926
8,0.03,falsified,unsafe-pgd,0.0113
8,0.04,falsified,unsafe-pgd,0.0117
8,0.05,falsified,unsafe-pgd,0.0131
8,0.06,falsified,unsafe-pgd,0.0111
8,0.07,falsified,unsafe-pgd,0.0107
8,0.08,falsified,unsafe-pgd,0.0105
8,0.09,falsified,unsafe-pgd,0.0108
8,0.1,falsified,unsafe-pgd,0.0101
8,0.11,falsified,unsafe-pgd,0.011
8,0.12,falsified,unsafe-pgd,0.0111
8,0.13,falsified,unsafe-pgd,0.0112
8,0.14,falsified,unsafe-pgd,0.0114
8,0.15,falsified,unsafe-pgd,0.0108
8,0.16,falsified,unsafe-pgd,0.0106
8,0.17,falsified,unsafe-pgd,0.0105
8,0.18,falsified,unsafe-pgd,0.0109
8,0.19,falsified,unsafe-pgd,0.0106
8,0.2,falsified,unsafe-pgd,0.0108
9,0.01,verified,safe-incomplete,0.2033
9,0.02,verified,safe-incomplete,0.2039
9,0.03,verified,safe-incomplete,0.2069
9,0.04,verified,safe-incomplete,0.2073
9,0.05,verified,safe-incomplete,0.1987
9,0.06,verified,safe-incomplete,0.2042
9,0.07,verified,safe-incomplete,0.2068
9,0.08,verified,safe-incomplete,0.2038
9,0.09,verified,safe-incomplete,0.2575
9,0.1,verified,safe-incomplete,0.2009
9,0.11,verified,safe,0.3291
9,0.12,verified,safe,0.4232
9,0.13,verified,safe,0.3842
9,0.14,falsified,unsafe-pgd,0.0205
9,0.15,falsified,unsafe-pgd,0.0197
9,0.16,falsified,unsafe-pgd,0.0196
9,0.17,falsified,unsafe-pgd,0.0195
9,0.18,falsified,unsafe-pgd,0.0194
9,0.19,falsified,unsafe-pgd,0.0199
9,0.2,falsified,unsafe-pgd,0.0194
10,0.01,verified,safe-incomplete,0.2007
10,0.02,verified,safe-incomplete,0.2006
10,0.03,verified,safe-incomplete,0.2053
10,0.04,verified,safe-incomplete,0.2044
10,0.05,verified,safe-incomplete,0.204
10,0.06,verified,safe-incomplete,0.2132
10,0.07,verified,safe-incomplete,0.2091
10,0.08,verified,safe-incomplete,0.2098
10,0.09,verified,safe-incomplete,0.2107
10,0.1,verified,safe-incomplete,0.209
10,0.11,verified,safe-incomplete,0.2583
10,0.12,verified,safe-incomplete,0.2077
10,0.13,verified,safe-incomplete,0.2094
10,0.14,verified,safe-incomplete,0.2032
10,0.15,verified,safe-incomplete,0.205
10,0.16,verified,safe-incomplete,0.2094
10,0.17,verified,safe-incomplete,0.197
10,0.18,verified,safe-incomplete,0.2025
10,0.19,verified,safe,0.3934
10,0.2,verified,safe,0.36
11,0.01,verified,safe-incomplete,0.2078
11,0.02,verified,safe-incomplete,0.2057
11,0.03,verified,safe-incomplete,0.2025
11,0.04,verified,safe-incomplete,0.2025
11,0.05,verified,safe-incomplete,0.1993
11,0.06,verified,safe-incomplete,0.2056
11,0.07,verified,safe-incomplete,0.2058
11,0.08,verified,safe-incomplete,0.2024
11,0.09,verified,safe-incomplete,0.204
11,0.1,verified,safe-incomplete,0.2012
11,0.11,verified,safe-incomplete,0.2016
11,0.12,verified,safe-incomplete,0.2047
11,0.13,verified,safe,0.4273
11,0.14,verified,safe,0.4909
11,0.15,verified,safe,0.5864
11,0.16,verified,safe,0.9766
11,0.17,verified,safe,1.3635
11,0.18,verified,safe,2.1884
11,0.19,verified,safe,4.3386
11,0.2,verified,safe,9.2149
12,0.01,verified,safe-incomplete,0.2016
12,0.02,verified,safe-incomplete,0.1999
12,0.03,verified,safe-incomplete,0.2004
12,0.04,verified,safe-incomplete,0.2001
12,0.05,verified,safe-incomplete,0.1859
12,0.06,verified,safe-incomplete,0.2017
12,0.07,verified,safe-incomplete,0.1993
12,0.08,verified,safe-incomplete,0.1977
12,0.09,verified,safe-incomplete,0.1955
12,0.1,verified,safe-incomplete,0.1985
12,0.11,verified,safe,0.3524
12,0.12,verified,safe,0.348
12,0.13,verified,safe,0.6274
12,0.14,verified,safe,0.9361
12,0.15,verified,safe,1.146
12,0.16,verified,safe,1.9669
12,0.17,falsified,unsafe-pgd,0.0229
12,0.18,falsified,unsafe-pgd,0.0221
12,0.19,falsified,unsafe-pgd,0.0208
12,0.2,falsified,unsafe-pgd,0.0199
13,0.01,verified,safe-incomplete,0.2015
13,0.02,verified,safe-incomplete,0.2018
13,0.03,verified,safe-incomplete,0.2068
13,0.04,verified,safe-incomplete,0.2061
13,0.05,verified,safe-incomplete,0.1985
13,0.06,verified,safe-incomplete,0.2004
13,0.07,verified,safe-incomplete,0.1993
13,0.08,verified,safe-incomplete,0.2029
13,0.09,verified,safe-incomplete,0.2014
13,0.1,verified,safe-incomplete,0.201
13,0.11,verified,safe-incomplete,0.1952
13,0.12,verified,safe-incomplete,0.2021
13,0.13,verified,safe-incomplete,0.1899
13,0.14,verified,safe-incomplete,0.2546
13,0.15,verified,safe-incomplete,0.2034
13,0.16,verified,safe-incomplete,0.1933
13,0.17,verified,safe-incomplete,0.2016
13,0.18,verified,safe-incomplete,0.2054
13,0.19,verified,safe-incomplete,0.2282
13,0.2,verified,safe,0.4509
14,0.01,verified,safe-incomplete,0.2071
14,0.02,verified,safe-incomplete,0.2078
14,0.03,verified,safe-incomplete,0.2035
14,0.04,verified,safe-incomplete,0.2045
14,0.05,verified,safe-incomplete,0.1962
14,0.06,verified,safe-incomplete,0.207
14,0.07,verified,safe-incomplete,0.2094
14,0.08,verified,safe-incomplete,0.2049
14,0.09,verified,safe-incomplete,0.1983
14,0.1,verified,safe-incomplete,0.1993
14,0.11,verified,safe-incomplete,0.2025
14,0.12,verified,safe-incomplete,0.1982
14,0.13,verified,safe-incomplete,0.1998
14,0.14,verified,safe-incomplete,0.2005
14,0.15,verified,safe-incomplete,0.2035
14,0.16,verified,safe-incomplete,0.2172
14,0.17,verified,safe,0.3517
14,0.18,verified,safe,0.5126
14,0.19,verified,safe,0.6817
14,0.2,verified,safe,0.9548
15,0.01,verified,safe-incomplete,0.2004
15,0.02,verified,safe-incomplete,0.1987
15,0.03,verified,safe-incomplete,0.205
15,0.04,verified,safe-incomplete,0.199
15,0.05,verified,safe-incomplete,0.1901
15,0.06,verified,safe-incomplete,0.2005
15,0.07,verified,safe-incomplete,0.2091
15,0.08,verified,safe-incomplete,0.2089
15,0.09,verified,safe-incomplete,0.2096
15,0.1,verified,safe,0.3679
15,0.11,verified,safe,0.3381
15,0.12,verified,safe,0.5957
15,0.13,verified,safe,1.0525
15,0.14,falsified,unsafe-pgd,0.0202
15,0.15,falsified,unsafe-pgd,0.0205
15,0.16,falsified,unsafe-pgd,0.02
15,0.17,falsified,unsafe-pgd,0.0203
15,0.18,falsified,unsafe-pgd,0.025
15,0.19,falsified,unsafe-pgd,0.0205
15,0.2,falsified,unsafe-pgd,0.0202
16,0.01,verified,safe-incomplete,0.2038
16,0.02,verified,safe-incomplete,0.2059
16,0.03,verified,safe-incomplete,0.2052
16,0.04,verified,safe-incomplete,0.2051
16,0.05,verified,safe-incomplete,0.1928
16,0.06,verified,safe-incomplete,0.2156
16,0.07,verified,safe-incomplete,0.1927
16,0.08,verified,safe-incomplete,0.2027
16,0.09,verified,safe-incomplete,0.2033
16,0.1,verified,safe-incomplete,0.2107
16,0.11,verified,safe,0.3467
16,0.12,verified,safe,0.406
16,0.13,verified,safe,0.6664
16,0.14,verified,safe,0.9026
16,0.15,verified,safe,1.3365
16,0.16,verified,safe,2.2005
16,0.17,verified,safe,4.1167
16,0.18,falsified,unsafe-pgd,0.0331
16,0.19,falsified,unsafe-pgd,0.022
16,0.2,falsified,unsafe-pgd,0.0214
17,0.01,verified,safe-incomplete,0.2067
17,0.02,verified,safe-incomplete,0.2063
17,0.03,verified,safe-incomplete,0.2039
17,0.04,verified,safe-incomplete,0.2074
17,0.05,verified,safe-incomplete,0.2019
17,0.06,verified,safe-incomplete,0.2073
17,0.07,verified,safe-incomplete,0.2081
17,0.08,verified,safe-incomplete,0.2028
17,0.09,verified,safe-incomplete,0.2046
17,0.1,verified,safe-incomplete,0.2077
17,0.11,verified,safe-incomplete,0.2026
17,0.12,verified,safe-incomplete,0.2018
17,0.13,verified,safe-incomplete,0.2042
17,0.14,verified,safe-incomplete,0.2026
17,0.15,verified,safe-incomplete,0.2141
17,0.16,verified,safe-incomplete,0.2614
17,0.17,verified,safe,0.3268
17,0.18,verified,safe,0.3927
17,0.19,verified,safe,0.5732
17,0.2,verified,safe,0.9256
18,0.01,verified,safe-incomplete,0.2059
18,0.02,verified,safe-incomplete,0.2029
18,0.03,verified,safe-incomplete,0.1963
18,0.04,verified,safe-incomplete,0.2013
18,0.05,verified,safe-incomplete,0.1912
18,0.06,verified,safe-incomplete,0.2023
18,0.07,verified,safe,0.3593
18,0.08,falsified,unsafe-pgd,0.0206
18,0.09,falsified,unsafe-pgd,0.02
18,0.1,falsified,unsafe-pgd,0.0208
18,0.11,falsified,unsafe-pgd,0.0214
18,0.12,falsified,unsafe-pgd,0.021
18,0.13,falsified,unsafe-pgd,0.0204
18,0.14,falsified,unsafe-pgd,0.0202
18,0.15,falsified,unsafe-pgd,0.0201
18,0.16,falsified,unsafe-pgd,0.0203
18,0.17,falsified,unsafe-pgd,0.0211
18,0.18,falsified,unsafe-pgd,0.0205
18,0.19,falsified,unsafe-pgd,0.0209
18,0.2,falsified,unsafe-pgd,0.02
19,0.01,verified,safe-incomplete,0.2105
19,0.02,verified,safe-incomplete,0.2044
19,0.03,verified,safe-incomplete,0.207
19,0.04,verified,safe-incomplete,0.2073
19,0.05,verified,safe-incomplete,0.2563
19,0.06,verified,safe-incomplete,0.2044
19,0.07,verified,safe-incomplete,0.2028
19,0.08,verified,safe-incomplete,0.2052
19,0.09,verified,safe-incomplete,0.2046
19,0.1,verified,safe-incomplete,0.2037
19,0.11,verified,safe-incomplete,0.2027
19,0.12,verified,safe-incomplete,0.2057
19,0.13,verified,safe,0.4509
19,0.14,verified,safe,0.5616
19,0.15,verified,safe,1.0525
19,0.16,verified,safe,1.4001
19,0.17,verified,safe,2.5985
19,0.18,verified,safe,6.6179
19,0.19,falsified,unsafe-pgd,0.0202
19,0.2,falsified,unsafe-pgd,0.0197
20,0.01,verified,safe-incomplete,0.2019
20,0.02,verified,safe-incomplete,0.205
20,0.03,verified,safe-incomplete,0.2006
20,0.04,verified,safe-incomplete,0.2127
20,0.05,verified,safe-incomplete,0.1979
20,0.06,verified,safe-incomplete,0.2064
20,0.07,verified,safe-incomplete,0.2113
20,0.08,verified,safe-incomplete,0.2043
20,0.09,verified,safe-incomplete,0.2074
20,0.1,verified,safe,0.3659
20,0.11,verified,safe,0.3671
20,0.12,verified,safe,0.817
20,0.13,verified,safe,1.3021
20,0.14,verified,safe,1.8951
20,0.15,falsified,unsafe-pgd,0.0215
20,0.16,falsified,unsafe-pgd,0.0204
20,0.17,falsified,unsafe-pgd,0.0203
20,0.18,falsified,unsafe-pgd,0.0217
20,0.19,falsified,unsafe-pgd,0.0195
20,0.2,falsified,unsafe-pgd,0.0196
21,0.01,verified,safe-incomplete,0.1991
21,0.02,verified,safe-incomplete,0.2007
21,0.03,verified,safe-incomplete,0.2093
21,0.04,verified,safe-incomplete,0.1923
21,0.05,verified,safe-incomplete,0.1931
21,0.06,verified,safe-incomplete,0.198
21,0.07,verified,safe-incomplete,0.1963
21,0.08,verified,safe-incomplete,0.21
21,0.09,verified,safe-incomplete,0.2101
21,0.1,verified,safe-incomplete,0.2046
21,0.11,verified,safe,0.471
21,0.12,verified,safe,0.3693
21,0.13,verified,safe,0.5286
21,0.14,verified,safe,0.7673
21,0.15,verified,safe,1.1397
21,0.16,verified,safe,2.0118
21,0.17,falsified,unsafe-pgd,0.0238
21,0.18,falsified,unsafe-pgd,0.0203
21,0.19,falsified,unsafe-pgd,0.0208
21,0.2,falsified,unsafe-pgd,0.0203
22,0.01,verified,safe-incomplete,0.2027
22,0.02,verified,safe-incomplete,0.2017
22,0.03,verified,safe-incomplete,0.1997
22,0.04,verified,safe-incomplete,0.2075
22,0.05,verified,safe-incomplete,0.1919
22,0.06,verified,safe-incomplete,0.2045
22,0.07,verified,safe-incomplete,0.2003
22,0.08,verified,safe-incomplete,0.2083
22,0.09,verified,safe-incomplete,0.1967
22,0.1,verified,safe-incomplete,0.2025
22,0.11,verified,safe-incomplete,0.217
22,0.12,verified,safe,0.3221
22,0.13,verified,safe,0.5147
22,0.14,verified,safe,0.7172
22,0.15,verified,safe,0.9076
22,0.16,verified,safe,1.3824
22,0.17,verified,safe,2.4752
22,0.18,verified,safe,5.0576
22,0.19,verified,safe,13.162
22,0.2,verified,safe,31.5913
23,0.01,verified,safe-incomplete,0.198
23,0.02,verified,safe-incomplete,0.2015
23,0.03,verified,safe-incomplete,0.1964
23,0.04,verified,safe-incomplete,0.1991
23,0.05,verified,safe-incomplete,0.1988
23,0.06,verified,safe-incomplete,0.2058
23,0.07,verified,safe-incomplete,0.2045
23,0.08,verified,safe-incomplete,0.2057
23,0.09,verified,safe-incomplete,0.2121
23,0.1,verified,safe-incomplete,0.2078
23,0.11,verified,safe-incomplete,0.203
23,0.12,verified,safe-incomplete,0.1986
23,0.13,verified,safe-incomplete,0.2665
23,0.14,verified,safe-incomplete,0.202
23,0.15,verified,safe-incomplete,0.1985
23,0.16,verified,safe,0.3381
23,0.17,verified,safe,0.4528
23,0.18,verified,safe,0.5549
23,0.19,verified,safe,0.7648
23,0.2,verified,safe,1.0353
24,0.01,verified,safe-incomplete,0.205
24,0.02,verified,safe-incomplete,0.1991
24,0.03,verified,safe-incomplete,0.1958
24,0.04,verified,safe-incomplete,0.1965
24,0.05,verified,safe-incomplete,0.1926
24,0.06,verified,safe-incomplete,0.2066
24,0.07,verified,safe-incomplete,0.2039
24,0.08,verified,safe-incomplete,0.1987
24,0.09,verified,safe-incomplete,0.2
24,0.1,verified,safe,0.459
24,0.11,verified,safe,0.6665
24,0.12,verified,safe,0.8982
24,0.13,verified,safe,1.1161
24,0.14,verified,safe,1.9039
24,0.15,verified,safe,4.3084
24,0.16,falsified,unsafe-pgd,0.021
24,0.17,falsified,unsafe-pgd,0.0202
24,0.18,falsified,unsafe-pgd,0.0197
24,0.19,falsified,unsafe-pgd,0.0199
24,0.2,falsified,unsafe-pgd,0.0204
25,0.01,verified,safe-incomplete,0.2114
25,0.02,verified,safe-incomplete,0.2071
25,0.03,verified,safe-incomplete,0.207
25,0.04,verified,safe-incomplete,0.2047
25,0.05,verified,safe-incomplete,0.1976
